id_persona,sexo,salario_mensual_mxn
108,Hombre,8985.6
109,Hombre,9358.98
110,Mujer,6264.99
111,Mujer,1000.0
112,Hombre,8080.69
113,Hombre,8471.04
114,Hombre,19284.59
115,Mujer,5734.38
116,Mujer,7956.96
117,Hombre,8043.8
118,Mujer,1340.95
119,Mujer,11742.7
120,Hombre,11583.7
121,Mujer,10159.64
122,Hombre,4107.76
123,Mujer,12912.57
124,Hombre,1891.67
125,Hombre,10840.86
126,Hombre,18057.05
127,Hombre,3742.59
128,Mujer,4051.66
129,Mujer,7048.43
130,Mujer,4334.36
131,Hombre,1222.01
132,Hombre,8508.53
133,Mujer,1819.63
134,Mujer,8731.17
135,Hombre,4062.59
136,Hombre,15174.7
137,Hombre,4675.36
138,Mujer,5150.72
139,Mujer,10260.83
140,Hombre,2661.11
141,Hombre,9223.57
142,Hombre,14082.14
143,Hombre,1000.0
144,Mujer,7430.85
145,Hombre,9369.47
146,Hombre,11718.2
147,Hombre,2633.72
148,Mujer,1000.0
149,Hombre,10548.74
150,Hombre,9536.43
151,Mujer,7727.22
152,Mujer,8159.02
153,Hombre,5139.89
154,Hombre,9245.14
155,Hombre,9518.83
156,Hombre,4985.42
157,Hombre,16595.99
158,Mujer,8732.25
159,Hombre,2839.13
160,Hombre,11154.49
161,Hombre,3813.93
162,Mujer,10141.88
163,Hombre,13413.68
164,Mujer,2906.93
165,Mujer,10935.19
166,Hombre,10057.51
167,Hombre,11899.27
168,Mujer,15135.57
169,Hombre,7095.75
170,Hombre,4808.19
171,Mujer,2597.19
172,Mujer,2928.85
173,Hombre,7853.04
174,Mujer,8135.18
175,Mujer,7845.11
176,Hombre,11922.32
177,Hombre,8258.51
178,Hombre,14740.9
179,Hombre,7009.04
180,Hombre,20440.76
181,Mujer,9415.5
182,Mujer,2742.79
183,Mujer,1780.98
184,Hombre,10371.13
185,Hombre,7194.42
186,Hombre,11413.0
187,Mujer,8729.57
188,Hombre,7872.27
189,Hombre,4389.43
190,Hombre,1383.19
191,Hombre,6190.68
192,Hombre,12053.79
193,Hombre,9163.42
194,Mujer,1000.0
195,Hombre,8979.31
196,Mujer,8333.93
197,Mujer,2622.64
198,Hombre,8891.76
199,Mujer,6861.94
200,Mujer,1456.63
201,Mujer,8210.04
202,Mujer,9123.53
203,Mujer,11473.73
204,Hombre,12942.11
205,Hombre,2000.49
206,Hombre,3979.79
207,Hombre,10517.66
208,Hombre,10512.04
209,Hombre,10517.71
210,Mujer,23937.29
211,Hombre,10769.01
212,Mujer,11710.05
213,Hombre,12493.01
214,Hombre,11131.26
215,Mujer,5181.29
216,Mujer,10015.36
217,Mujer,3122.29
218,Mujer,5534.32
219,Hombre,6015.86
220,Hombre,8568.43
221,Mujer,17015.96
222,Mujer,1000.0
223,Hombre,11288.17
224,Mujer,1000.0
225,Hombre,6076.31
226,Mujer,11500.28
227,Hombre,8489.26
228,Mujer,1750.15
229,Hombre,4981.13
230,Mujer,9658.19
231,Hombre,4913.35
232,Hombre,9174.06
233,Mujer,6805.07
234,Mujer,3667.8
235,Hombre,17847.75
236,Hombre,11052.64
237,Mujer,1000.0
238,Hombre,9039.04
239,Mujer,3621.96
240,Mujer,10435.95
241,Hombre,4633.66
242,Mujer,6083.69
243,Hombre,10472.44
244,Mujer,10495.9
245,Hombre,2798.67
246,Mujer,5094.74
247,Hombre,6062.75
248,Hombre,5260.02
249,Mujer,14544.54
250,Hombre,10022.42
251,Hombre,2526.02
252,Mujer,10730.38
253,Hombre,17749.7
254,Hombre,12846.09
255,Mujer,1000.0
256,Mujer,4420.95
257,Hombre,13901.1
258,Hombre,5015.49
259,Hombre,10197.19
260,Mujer,10085.85
261,Mujer,2428.81
262,Mujer,6332.14
263,Hombre,1000.0
264,Hombre,3590.26
265,Mujer,5463.44
266,Mujer,1000.0
267,Mujer,13945.85
268,Mujer,1000.0
269,Mujer,4619.8
270,Hombre,8788.33
271,Mujer,13085.73
272,Hombre,1738.62
273,Mujer,11834.24
274,Mujer,6646.05
275,Hombre,3783.21
276,Hombre,10279.47
277,Hombre,9095.77
278,Mujer,3899.02
279,Hombre,8514.11
280,Mujer,4866.09
281,Mujer,7110.83
282,Hombre,11179.59
283,Mujer,13737.08
284,Hombre,2629.83
285,Hombre,17798.65
286,Mujer,1000.0
287,Mujer,5916.97
288,Hombre,10847.43
289,Hombre,9464.46
290,Hombre,5397.85
291,Hombre,7263.45
292,Mujer,4381.5
293,Mujer,3947.86
294,Hombre,12023.21
295,Mujer,8206.57
296,Mujer,3481.91
297,Hombre,12248.2
298,Hombre,9582.85
299,Hombre,11857.88
300,Mujer,9433.33
301,Mujer,2869.52
302,Hombre,5679.19
303,Mujer,9962.82
304,Mujer,9346.67
305,Hombre,8105.94
306,Hombre,8727.97
307,Hombre,13949.49
308,Mujer,3937.93
309,Mujer,9061.94
310,Mujer,5690.13
311,Mujer,5620.43
312,Hombre,13144.5
313,Hombre,11914.37
314,Hombre,11860.79
315,Mujer,12474.65
316,Mujer,6694.52
317,Hombre,11268.79
318,Mujer,5203.8
319,Hombre,9658.75
320,Mujer,6014.36
321,Mujer,7036.48
322,Mujer,9278.21
323,Mujer,2918.01
324,Mujer,16015.74
325,Hombre,3672.92
326,Mujer,1136.15
327,Hombre,13411.5
328,Mujer,10162.48
329,Mujer,9408.54
330,Mujer,9427.55
331,Mujer,6544.89
332,Hombre,4162.36
333,Mujer,6941.12
334,Hombre,5152.77
335,Mujer,10988.04
336,Mujer,5938.24
337,Hombre,4485.26
338,Mujer,5153.76
339,Hombre,10058.19
340,Hombre,5663.24
341,Mujer,2900.01
342,Hombre,9296.59
343,Hombre,9302.35
344,Hombre,5918.76
345,Hombre,6080.33
346,Mujer,7644.22
347,Mujer,1000.0
348,Hombre,1866.41
349,Mujer,3367.0
350,Hombre,7239.49
351,Mujer,7999.08
352,Hombre,14839.1
353,Mujer,10459.47
354,Hombre,7480.28
355,Mujer,6514.43
356,Hombre,3688.62
357,Mujer,6516.69
358,Hombre,6901.04
359,Hombre,9652.23
360,Hombre,4477.46
361,Mujer,8937.06
362,Hombre,15097.33
363,Mujer,6110.58
364,Hombre,10007.7
365,Hombre,11305.65
366,Mujer,4794.51
367,Hombre,9208.42
368,Mujer,6656.67
369,Hombre,8639.54
370,Mujer,3121.46
371,Hombre,8310.3
372,Mujer,8840.99
373,Mujer,13130.15
374,Mujer,10916.72
375,Hombre,17889.32
376,Hombre,4746.94
377,Mujer,10525.44
378,Hombre,9025.04
379,Hombre,18054.11
380,Mujer,2962.66
381,Mujer,2821.25
382,Hombre,5502.73
383,Hombre,1000.0
384,Hombre,5834.1
385,Hombre,4783.9
386,Hombre,8876.77
387,Hombre,9737.9
388,Hombre,16642.77
389,Mujer,10876.91
390,Mujer,4003.93
391,Mujer,2557.13
392,Mujer,8813.64
393,Hombre,2258.95
394,Hombre,16441.56
395,Hombre,13507.48
396,Hombre,6088.71
397,Hombre,1000.0
398,Mujer,12692.43
399,Mujer,6084.57
400,Hombre,13770.17
401,Hombre,1025.08
402,Hombre,5502.81
403,Hombre,8223.6
404,Mujer,6811.41
405,Mujer,4574.71
406,Hombre,11002.82
407,Hombre,3395.71
408,Hombre,7559.29
409,Mujer,7141.33
410,Hombre,10514.97
411,Mujer,9802.27
412,Mujer,1539.11
413,Mujer,1000.0
414,Hombre,13949.55
415,Hombre,9695.41
416,Hombre,4831.81
417,Hombre,15180.18
418,Hombre,8720.54
419,Mujer,11906.84
420,Hombre,8503.83
421,Hombre,17473.37
422,Mujer,14499.03
423,Hombre,7079.66
424,Mujer,10972.07
425,Hombre,11104.19
426,Hombre,14358.84
427,Mujer,2257.84
428,Hombre,11287.23
429,Mujer,11362.91
430,Mujer,1000.0
431,Hombre,2875.34
432,Hombre,1000.0
433,Hombre,6987.67
434,Mujer,9828.94
435,Hombre,14960.61
436,Hombre,8533.43
437,Hombre,15528.77
438,Mujer,1000.0
439,Hombre,1000.0
440,Mujer,6350.04
441,Mujer,8328.29
442,Mujer,6452.87
443,Mujer,1000.0
444,Mujer,6198.96
445,Mujer,1000.0
446,Mujer,9613.53
447,Mujer,8249.69
448,Hombre,3970.54
449,Mujer,4287.6
450,Hombre,3433.54
451,Mujer,6317.94
452,Mujer,10898.14
453,Hombre,3764.23
454,Hombre,10468.21
455,Hombre,5813.84
456,Mujer,3032.07
457,Mujer,6118.36
458,Hombre,3541.41
459,Mujer,4108.58
460,Hombre,2809.55
461,Hombre,17041.26
462,Hombre,8358.69
463,Hombre,5051.24
464,Hombre,9162.91
465,Hombre,7694.52
466,Hombre,7205.64
467,Hombre,10963.75
468,Mujer,10008.78
469,Mujer,4212.74
470,Hombre,5608.82
471,Hombre,6962.27
472,Hombre,1000.0
473,Hombre,1381.64
474,Hombre,14350.93
475,Hombre,15602.35
476,Mujer,5479.34
477,Mujer,9194.51
478,Mujer,8000.63
479,Mujer,20454.96
480,Mujer,11638.09
481,Hombre,7624.37
482,Hombre,3900.07
483,Hombre,1000.0
484,Mujer,7515.59
485,Mujer,3196.42
486,Mujer,1000.0
487,Hombre,5290.42
488,Mujer,1733.03
489,Hombre,15792.14
490,Mujer,10567.38
491,Hombre,8164.12
492,Hombre,14859.75
493,Hombre,8548.16
494,Hombre,4324.22
495,Hombre,15054.06
496,Mujer,9025.1
497,Hombre,3532.39
498,Hombre,7343.48
499,Hombre,4259.72
500,Hombre,1977.4
501,Mujer,10767.8
502,Hombre,16792.37
503,Hombre,1906.45
504,Mujer,9133.36
505,Hombre,5272.11
506,Mujer,4407.94
507,Hombre,5534.23
508,Hombre,4312.04
509,Hombre,8418.35
510,Hombre,4460.72
511,Hombre,9417.06
512,Hombre,7973.93
513,Mujer,5524.73
514,Hombre,4115.96
515,Mujer,4004.53
516,Mujer,9999.26
517,Hombre,10454.13
518,Hombre,3801.0
519,Hombre,8647.0
520,Hombre,11581.24
521,Mujer,1000.0
522,Hombre,10645.12
523,Mujer,3618.19
524,Mujer,9167.69
525,Mujer,3165.33
526,Mujer,1000.0
527,Mujer,1000.0
528,Hombre,8416.38
529,Hombre,9368.75
530,Hombre,4130.58
531,Hombre,11073.67
532,Mujer,1000.0
533,Mujer,6302.64
534,Hombre,2750.43
535,Mujer,3666.74
536,Mujer,6813.29
537,Hombre,4328.14
538,Mujer,4869.5
539,Mujer,11128.32
540,Hombre,5603.99
541,Mujer,10360.61
542,Mujer,1516.32
543,Hombre,10584.12
544,Hombre,14687.06
545,Hombre,1000.0
546,Mujer,3013.97
547,Mujer,9196.82
548,Hombre,7286.3
549,Mujer,8270.16
550,Hombre,5482.07
551,Mujer,6989.65
552,Mujer,5899.45
553,Hombre,13455.02
554,Mujer,7744.89
555,Mujer,8119.21
556,Mujer,4746.55
557,Hombre,6005.77
558,Mujer,4653.49
559,Mujer,8375.03
560,Hombre,6305.57
561,Hombre,9503.99
562,Hombre,17539.3
563,Hombre,12120.06
564,Hombre,6732.89
565,Mujer,12005.46
566,Mujer,4763.66
567,Hombre,1000.0
568,Mujer,2063.61
569,Mujer,1000.0
570,Mujer,5018.19
571,Mujer,6682.88
572,Hombre,15743.97
573,Mujer,8071.17
574,Mujer,5614.05
575,Hombre,11932.33
576,Mujer,1000.0
577,Hombre,9260.27
578,Hombre,11668.89
579,Hombre,1546.36
580,Mujer,11746.89
581,Hombre,9723.23
582,Mujer,4731.2
583,Mujer,9447.52
584,Hombre,18418.12
585,Mujer,7418.4
586,Hombre,9316.99
587,Hombre,6132.88
588,Mujer,2775.7
589,Hombre,11936.51
590,Hombre,4347.62
591,Mujer,6922.05
592,Hombre,6050.54
593,Hombre,10355.41
594,Mujer,8101.48
595,Hombre,12868.93
596,Mujer,4304.93
597,Mujer,5385.56
598,Hombre,3795.56
599,Hombre,6200.68
600,Mujer,8297.85
601,Hombre,11606.45
602,Mujer,2450.26
603,Hombre,12113.23
604,Mujer,12700.37
605,Mujer,8460.46
606,Mujer,15045.58
607,Hombre,4717.95
608,Mujer,1000.0
609,Hombre,1000.0
610,Hombre,14932.2
611,Mujer,9544.65
612,Hombre,7949.87
613,Mujer,7859.86
614,Hombre,3135.3
615,Hombre,19205.88
616,Hombre,8781.5
617,Mujer,7092.28
618,Hombre,11465.95
619,Mujer,8764.54
620,Hombre,9207.48
621,Hombre,4642.86
622,Hombre,10321.61
623,Hombre,16669.11
624,Hombre,14254.39
625,Hombre,15369.34
626,Mujer,4299.53
627,Hombre,3746.78
628,Hombre,7633.96
629,Hombre,8450.76
630,Mujer,11523.86
631,Mujer,1000.0
632,Hombre,15082.98
633,Hombre,7488.96
634,Hombre,6279.04
635,Hombre,3645.53
636,Hombre,1000.0
637,Hombre,11904.27
638,Hombre,8529.93
639,Hombre,2395.18
640,Hombre,2372.15
641,Mujer,5088.97
642,Mujer,14110.6
643,Mujer,5431.84
644,Hombre,1435.86
645,Mujer,5494.16
646,Hombre,6972.74
647,Mujer,1000.0
648,Mujer,6355.67
649,Hombre,7160.79
650,Hombre,11332.93
651,Hombre,16520.3
652,Hombre,13269.54
653,Mujer,5390.0
654,Hombre,3220.63
655,Mujer,18180.12
656,Hombre,8466.48
657,Hombre,8262.68
658,Mujer,6491.44
659,Hombre,9091.38
660,Hombre,7550.38
661,Mujer,4018.52
662,Hombre,5739.13
663,Mujer,6452.61
664,Hombre,5754.59
665,Mujer,3392.19
666,Mujer,7078.94
667,Mujer,5452.6
668,Hombre,14967.97
669,Hombre,1000.0
670,Hombre,13111.78
671,Hombre,13807.38
672,Mujer,1000.0
673,Mujer,5057.91
674,Hombre,6528.52
675,Mujer,1000.0
676,Mujer,3099.82
677,Mujer,1602.41
678,Mujer,14485.22
679,Hombre,12410.55
680,Hombre,13922.0
681,Mujer,9847.52
682,Hombre,3119.27
683,Hombre,5839.66
684,Hombre,10402.19
685,Hombre,2700.42
686,Hombre,11408.49
687,Mujer,5518.54
688,Hombre,6513.31
689,Hombre,11399.32
690,Mujer,8599.18
691,Mujer,4975.65
692,Hombre,13416.98
693,Mujer,1735.22
694,Mujer,9371.71
695,Mujer,9268.96
696,Mujer,5207.04
697,Mujer,8067.6
698,Mujer,1000.0
699,Hombre,12358.12
700,Hombre,7367.94
701,Mujer,4247.75
702,Mujer,11320.54
703,Mujer,3430.45
704,Hombre,1861.92
705,Hombre,1195.17
706,Hombre,10927.04
707,Mujer,1000.0
708,Mujer,14496.57
709,Hombre,1000.0
710,Hombre,15834.05
711,Mujer,7549.58
712,Mujer,6164.79
713,Mujer,4147.86
714,Hombre,9996.11
715,Hombre,8030.64
716,Hombre,13164.86
717,Hombre,8714.02
718,Hombre,8876.36
719,Hombre,6563.75
720,Hombre,7943.74
721,Hombre,9585.11
722,Mujer,1000.0
723,Mujer,1000.0
724,Mujer,9944.69
725,Mujer,7368.89
726,Mujer,5772.07
727,Mujer,6682.95
728,Hombre,9764.12
729,Hombre,5771.08
730,Mujer,3097.63
731,Hombre,9081.3
732,Mujer,2197.32
733,Mujer,8437.14
734,Hombre,1000.0
735,Mujer,11231.2
736,Mujer,8726.69
737,Hombre,9352.13
738,Hombre,12622.11
739,Hombre,15694.64
740,Hombre,12764.67
741,Mujer,1000.0
742,Mujer,1000.0
743,Hombre,5388.32
744,Mujer,6717.41
745,Hombre,10529.47
746,Mujer,3334.15
747,Mujer,7440.45
748,Mujer,3200.78
749,Hombre,5448.17
750,Hombre,1870.03
751,Hombre,4045.45
752,Mujer,1000.0
753,Hombre,3808.57
754,Hombre,12941.39
755,Mujer,2327.71
756,Mujer,18445.72
757,Hombre,10419.93
758,Hombre,9031.76
759,Hombre,4337.39
760,Hombre,11351.39
761,Mujer,4009.63
762,Mujer,7149.04
763,Mujer,18120.38
764,Hombre,7767.73
765,Hombre,13371.73
766,Mujer,3435.71
767,Hombre,8042.55
768,Mujer,14568.6
769,Hombre,5378.65
770,Mujer,14756.02
771,Mujer,9784.88
772,Hombre,5668.9
773,Hombre,11045.83
774,Mujer,10976.5
775,Mujer,9398.14
776,Hombre,1133.99
777,Mujer,3327.88
778,Mujer,5486.17
779,Hombre,7865.05
780,Hombre,10993.02
781,Mujer,7399.65
782,Hombre,2190.95
783,Mujer,8310.89
784,Hombre,10947.64
785,Hombre,10719.06
786,Mujer,11463.51
787,Mujer,10352.65
788,Hombre,10266.31
789,Mujer,6284.25
790,Hombre,1000.0
791,Mujer,8533.28
792,Hombre,9134.59
793,Mujer,7822.1
794,Mujer,1000.0
795,Hombre,3335.25
796,Mujer,11339.19
797,Hombre,8022.0
798,Mujer,9666.75
799,Hombre,8327.43
800,Mujer,6733.9
801,Hombre,12422.28
802,Hombre,5877.8
803,Mujer,7032.54
804,Mujer,4519.76
805,Hombre,6244.77
806,Hombre,6808.73
807,Hombre,9199.6
808,Hombre,6045.63
809,Mujer,12250.9
810,Hombre,4174.27
811,Hombre,7359.08
812,Hombre,6221.21
813,Hombre,14711.4
814,Mujer,7484.5
815,Mujer,11243.3
816,Hombre,1514.98
817,Mujer,7801.73
818,Hombre,12203.34
819,Mujer,6970.28
820,Mujer,11394.66
821,Mujer,4272.2
822,Hombre,14542.06
823,Mujer,16945.04
824,Mujer,4967.23
825,Mujer,4595.24
826,Hombre,14740.23
827,Hombre,15308.07
828,Hombre,5847.13
829,Mujer,4709.16
830,Mujer,5331.97
831,Mujer,1000.0
832,Hombre,4066.07
833,Hombre,3681.37
834,Hombre,4744.91
835,Mujer,6443.92
836,Hombre,9253.97
837,Mujer,13577.25
838,Hombre,3707.41
839,Hombre,12629.45
840,Mujer,5637.05
841,Hombre,7977.41
842,Mujer,9636.69
843,Mujer,1547.75
844,Mujer,8320.84
845,Mujer,7349.03
846,Mujer,8816.03
847,Hombre,9501.26
848,Hombre,19248.85
849,Mujer,3730.17
850,Mujer,4210.51
851,Mujer,3795.87
852,Hombre,5700.35
853,Hombre,5331.76
854,Mujer,11950.57
855,Mujer,12992.27
856,Mujer,4031.64
857,Mujer,2854.4
858,Hombre,10321.37
859,Hombre,5715.0
860,Mujer,9448.19
861,Mujer,7513.15
862,Hombre,1379.15
863,Mujer,13563.77
864,Mujer,14681.45
865,Hombre,5442.45
866,Mujer,4855.34
867,Hombre,9486.39
868,Hombre,9705.06
869,Hombre,11163.45
870,Hombre,17245.92
871,Mujer,5803.74
872,Mujer,3007.66
873,Hombre,1993.06
874,Hombre,4910.81
875,Mujer,6450.93
876,Mujer,14675.51
877,Hombre,5870.75
878,Mujer,7607.05
879,Hombre,8126.1
880,Hombre,13547.77
881,Hombre,19571.2
882,Hombre,5811.09
883,Hombre,5997.52
884,Mujer,11298.72
885,Mujer,9668.51
886,Mujer,14910.18
887,Hombre,10827.68
888,Hombre,6583.19
889,Hombre,10857.95
890,Mujer,11589.17
891,Mujer,10292.17
892,Hombre,10482.73
893,Hombre,13000.04
894,Mujer,11861.83
895,Hombre,14419.72
896,Hombre,11119.19
897,Hombre,7447.97
898,Hombre,8860.21
899,Mujer,12029.29
900,Mujer,2923.79
901,Mujer,8259.03
902,Hombre,6429.98
903,Mujer,6729.35
904,Mujer,12353.03
905,Hombre,9059.95
906,Mujer,6808.96
907,Mujer,1000.0
908,Mujer,9958.14
909,Hombre,11104.68
910,Mujer,16334.65
911,Hombre,6815.0
912,Mujer,7586.18
913,Hombre,9322.23
914,Mujer,13698.54
915,Mujer,6171.17
916,Hombre,9455.6
917,Mujer,9335.53
918,Mujer,7439.74
919,Mujer,4591.05
920,Mujer,7473.4
921,Mujer,11431.34
922,Mujer,1980.68
923,Mujer,7198.36
924,Mujer,3449.46
925,Mujer,11977.71
926,Hombre,1345.66
927,Hombre,5684.85
928,Mujer,8297.45
929,Mujer,13644.86
930,Hombre,7904.12
931,Hombre,5701.6
932,Mujer,15065.21
933,Hombre,1683.94
934,Hombre,1000.0
935,Hombre,10180.07
936,Mujer,4340.76
937,Hombre,3604.45
938,Mujer,9787.6
939,Mujer,7697.1
940,Hombre,5661.65
941,Mujer,1000.0
942,Hombre,12126.06
943,Mujer,9525.91
944,Mujer,6153.71
945,Hombre,16509.87
946,Hombre,3384.62
947,Mujer,1000.0
948,Hombre,5086.41
949,Mujer,6394.86
950,Mujer,7695.03
951,Mujer,5514.44
952,Mujer,8184.25
953,Mujer,1000.0
954,Mujer,13096.94
955,Hombre,7830.32
956,Mujer,11627.83
957,Hombre,9742.26
958,Hombre,10255.39
959,Hombre,10763.95
960,Mujer,8614.69
961,Mujer,9492.25
962,Mujer,12581.19
963,Mujer,7484.35
964,Mujer,9790.52
965,Hombre,7796.19
966,Hombre,14680.53
967,Hombre,5156.23
968,Mujer,14704.23
969,Mujer,6419.29
970,Mujer,1000.0
971,Hombre,8776.47
972,Hombre,5135.27
973,Mujer,10382.9
974,Mujer,3663.19
975,Hombre,6192.17
976,Hombre,1000.0
977,Hombre,6164.62
978,Mujer,1000.0
979,Hombre,1072.44
980,Hombre,11621.87
981,Hombre,11736.1
982,Mujer,8514.56
983,Hombre,3848.61
984,Hombre,7985.3
985,Mujer,6583.79
986,Mujer,1387.36
987,Mujer,13365.29
988,Hombre,12148.13
989,Mujer,5605.66
990,Hombre,8320.99
991,Hombre,9137.72
992,Hombre,1000.0
993,Hombre,7087.7
994,Hombre,5131.07
995,Mujer,2092.71
996,Hombre,6935.05
997,Hombre,16289.59
998,Hombre,11083.79
999,Mujer,4029.69
1000,Mujer,9176.62
1001,Hombre,14497.1
1002,Mujer,10760.85
1003,Hombre,8468.34
1004,Mujer,3688.78
1005,Hombre,11342.0
1006,Hombre,9970.68
1007,Hombre,12228.37
1008,Hombre,11058.27
1009,Mujer,11322.99
1010,Hombre,5791.44
1011,Mujer,12528.27
1012,Mujer,7489.2
1013,Mujer,15938.67
1014,Hombre,5098.65
1015,Mujer,14411.84
1016,Hombre,9090.6
1017,Hombre,5268.62
1018,Mujer,4422.51
1019,Hombre,6758.44
1020,Mujer,8508.75
1021,Hombre,10552.76
1022,Hombre,5618.35
1023,Mujer,6490.4
1024,Hombre,17840.22
1025,Hombre,15973.94
1026,Mujer,8563.46
1027,Hombre,8371.02
1028,Mujer,7140.14
1029,Hombre,10960.83
1030,Hombre,3597.43
1031,Hombre,7041.81
1032,Hombre,1000.0
1033,Mujer,8396.5
1034,Hombre,11112.38
1035,Hombre,6025.66
1036,Mujer,13682.94
1037,Hombre,2684.05
1038,Hombre,1610.31
1039,Hombre,9210.03
1040,Hombre,12911.94
1041,Mujer,14177.67
1042,Hombre,6135.02
1043,Mujer,11454.06
1044,Hombre,8026.71
1045,Mujer,5823.18
1046,Hombre,12176.47
1047,Hombre,11135.45
1048,Hombre,1106.24
1049,Mujer,13244.43
1050,Hombre,14410.41
1051,Mujer,3784.97
1052,Mujer,8381.12
1053,Hombre,10423.14
1054,Hombre,9373.03
1055,Mujer,4123.63
1056,Hombre,5177.69
1057,Hombre,8085.01
1058,Hombre,13477.28
1059,Mujer,9046.2
1060,Hombre,6532.24
1061,Mujer,10072.64
1062,Hombre,1000.0
1063,Hombre,13369.45
1064,Mujer,1000.0
1065,Hombre,6569.02
1066,Hombre,3161.49
1067,Mujer,1000.0
1068,Hombre,13423.72
1069,Hombre,6095.34
1070,Mujer,8159.27
1071,Hombre,7988.86
1072,Hombre,10346.68
1073,Mujer,6945.7
1074,Hombre,2426.53
1075,Mujer,11083.2
1076,Mujer,4378.1
1077,Mujer,1000.0
1078,Mujer,4673.48
1079,Mujer,13353.42
1080,Hombre,12026.0
1081,Hombre,6631.07
1082,Hombre,6628.34
1083,Hombre,6752.64
1084,Hombre,17545.37
1085,Hombre,9918.71
1086,Hombre,10135.19
1087,Hombre,12836.28
1088,Mujer,7674.55
1089,Hombre,7034.31
1090,Hombre,7316.43
1091,Mujer,6277.79
1092,Hombre,8032.5
1093,Mujer,9874.33
1094,Hombre,8433.76
1095,Hombre,11496.88
1096,Mujer,6236.78
1097,Mujer,6953.86
1098,Mujer,1000.0
1099,Mujer,10723.47
1100,Mujer,8159.2
1101,Hombre,12691.05
1102,Hombre,1000.0
1103,Hombre,17597.69
1104,Mujer,5971.85
1105,Mujer,11586.82
1106,Mujer,1920.42
1107,Mujer,9357.48
1108,Mujer,1859.63
1109,Mujer,3793.04
1110,Hombre,16813.14
1111,Mujer,5741.93
1112,Hombre,9178.45
1113,Mujer,10515.3
1114,Hombre,10430.57
1115,Hombre,8876.89
1116,Mujer,8242.32
1117,Hombre,19015.37
1118,Mujer,6340.72
1119,Mujer,7504.95
1120,Mujer,11327.94
1121,Mujer,11574.87
1122,Mujer,11941.64
1123,Mujer,9474.29
1124,Mujer,1456.48
1125,Mujer,13950.44
1126,Hombre,3041.45
1127,Mujer,7961.86
1128,Mujer,3205.76
1129,Hombre,7911.38
1130,Hombre,9679.43
1131,Mujer,8046.11
1132,Hombre,10098.64
1133,Hombre,15461.7
1134,Hombre,10240.9
1135,Mujer,5501.3
1136,Mujer,10938.39
1137,Hombre,13552.62
1138,Hombre,2675.76
1139,Mujer,9288.3
1140,Hombre,11355.28
1141,Mujer,5260.96
1142,Hombre,14390.68
1143,Hombre,7524.75
1144,Hombre,8765.09
1145,Hombre,7421.18
1146,Mujer,6670.11
1147,Mujer,1666.76
1148,Mujer,1000.0
1149,Hombre,15375.27
1150,Hombre,4388.67
